timestamp,container,cpu_perc,mem_usage,mem_perc,net_io
2026-06-14T13:29:33,project-two-ingestion,19.79%,46.45MiB / 14.99GiB,0.30%,460kB / 1.87MB
2026-06-14T13:29:33,project-two-storage,18.09%,53.45MiB / 14.99GiB,0.35%,1.63MB / 1.43MB
2026-06-14T13:29:33,project-two-analytics,6.83%,47.54MiB / 14.99GiB,0.31%,1.31MB / 210kB
2026-06-14T13:29:33,project-two-mosquitto,0.33%,4.367MiB / 14.99GiB,0.03%,934MB / 1.31GB
2026-06-14T13:29:40,project-two-ingestion,6.19%,60.58MiB / 14.99GiB,0.39%,1.21MB / 5.15MB
2026-06-14T13:29:40,project-two-storage,11.26%,64.59MiB / 14.99GiB,0.42%,4.44MB / 4.69MB
2026-06-14T13:29:40,project-two-analytics,5.52%,52.65MiB / 14.99GiB,0.34%,4.17MB / 630kB
2026-06-14T13:29:40,project-two-mosquitto,4.24%,6.344MiB / 14.99GiB,0.04%,938MB / 1.31GB
2026-06-14T13:29:47,project-two-ingestion,5.76%,62.55MiB / 14.99GiB,0.41%,1.79MB / 7.81MB
2026-06-14T13:29:47,project-two-storage,8.48%,74.32MiB / 14.99GiB,0.48%,7.22MB / 7.9MB
2026-06-14T13:29:47,project-two-analytics,4.99%,59.88MiB / 14.99GiB,0.39%,7.06MB / 1.05MB
2026-06-14T13:29:47,project-two-mosquitto,3.96%,5.387MiB / 14.99GiB,0.04%,943MB / 1.32GB
2026-06-14T13:29:54,project-two-ingestion,6.37%,74.42MiB / 14.99GiB,0.48%,2.47MB / 10.8MB
2026-06-14T13:29:54,project-two-storage,8.47%,73.9MiB / 14.99GiB,0.48%,9.54MB / 10.7MB
2026-06-14T13:29:54,project-two-analytics,5.35%,64.78MiB / 14.99GiB,0.42%,9.48MB / 1.44MB
2026-06-14T13:29:54,project-two-mosquitto,4.26%,5.504MiB / 14.99GiB,0.04%,946MB / 1.33GB
2026-06-14T13:30:00,project-two-ingestion,5.85%,74.42MiB / 14.99GiB,0.48%,3.13MB / 13.9MB
2026-06-14T13:30:00,project-two-storage,8.37%,75.83MiB / 14.99GiB,0.49%,11.9MB / 13.4MB
2026-06-14T13:30:00,project-two-analytics,4.68%,76.94MiB / 14.99GiB,0.50%,12.3MB / 1.87MB
2026-06-14T13:30:00,project-two-mosquitto,4.15%,5.367MiB / 14.99GiB,0.03%,950MB / 1.33GB
2026-06-14T13:30:07,project-two-ingestion,0.00%,73.36MiB / 14.99GiB,0.48%,3.13MB / 13.9MB
2026-06-14T13:30:07,project-two-storage,0.30%,74.68MiB / 14.99GiB,0.49%,12.2MB / 14.1MB
2026-06-14T13:30:07,project-two-analytics,0.00%,75.85MiB / 14.99GiB,0.49%,12.3MB / 1.87MB
2026-06-14T13:30:07,project-two-mosquitto,3.25%,6.238MiB / 14.99GiB,0.04%,950MB / 1.33GB
