timestamp,container,cpu_perc,mem_usage,mem_perc,net_io
2026-06-14T11:32:47,project-two-ingestion,3.82%,33.75MiB / 14.99GiB,0.22%,6.78kB / 1.81kB
2026-06-14T11:32:47,project-two-storage,27.76%,43.33MiB / 14.99GiB,0.28%,437kB / 32.7kB
2026-06-14T11:32:47,project-two-analytics,4.48%,43.05MiB / 14.99GiB,0.28%,52.5kB / 9.93kB
2026-06-14T11:32:47,project-two-kafka,3.67%,1.027GiB / 14.99GiB,6.85%,1.3GB / 2.28GB
2026-06-14T11:32:51,project-two-ingestion,2.41%,37.52MiB / 14.99GiB,0.24%,45.9kB / 159kB
2026-06-14T11:32:51,project-two-storage,1.05%,45.38MiB / 14.99GiB,0.30%,585kB / 194kB
2026-06-14T11:32:51,project-two-analytics,8.36%,35.27MiB / 14.99GiB,0.23%,134kB / 35.9kB
2026-06-14T11:32:51,project-two-kafka,2.75%,1.029GiB / 14.99GiB,6.86%,1.3GB / 2.28GB
2026-06-14T11:32:55,project-two-ingestion,2.87%,38.14MiB / 14.99GiB,0.25%,72.1kB / 265kB
2026-06-14T11:32:55,project-two-storage,2.50%,44.27MiB / 14.99GiB,0.29%,690kB / 293kB
2026-06-14T11:32:55,project-two-analytics,3.05%,36.87MiB / 14.99GiB,0.24%,287kB / 97.2kB
2026-06-14T11:32:55,project-two-kafka,2.98%,1.027GiB / 14.99GiB,6.85%,1.3GB / 2.28GB
2026-06-14T11:32:59,project-two-ingestion,2.42%,39.75MiB / 14.99GiB,0.26%,98.2kB / 370kB
2026-06-14T11:32:59,project-two-storage,2.53%,46.48MiB / 14.99GiB,0.30%,875kB / 469kB
2026-06-14T11:32:59,project-two-analytics,3.07%,36.96MiB / 14.99GiB,0.24%,418kB / 157kB
2026-06-14T11:32:59,project-two-kafka,2.77%,1.026GiB / 14.99GiB,6.84%,1.3GB / 2.28GB
2026-06-14T11:33:03,project-two-ingestion,106.25%,72.92MiB / 14.99GiB,0.47%,908kB / 3.63MB
2026-06-14T11:33:03,project-two-storage,33.45%,60.16MiB / 14.99GiB,0.39%,5.17MB / 3.22MB
2026-06-14T11:33:03,project-two-analytics,111.46%,43.17MiB / 14.99GiB,0.28%,3.68MB / 1.09MB
2026-06-14T11:33:03,project-two-kafka,26.10%,1.026GiB / 14.99GiB,6.85%,1.3GB / 2.28GB
2026-06-14T11:33:07,project-two-ingestion,45.46%,72.99MiB / 14.99GiB,0.48%,3.52MB / 14.1MB
2026-06-14T11:33:07,project-two-storage,19.04%,85.76MiB / 14.99GiB,0.56%,18.7MB / 11.6MB
2026-06-14T11:33:07,project-two-analytics,58.23%,54.12MiB / 14.99GiB,0.35%,14.7MB / 4.66MB
2026-06-14T11:33:07,project-two-kafka,249.66%,1.117GiB / 14.99GiB,7.45%,1.32GB / 2.31GB
2026-06-14T11:33:11,project-two-ingestion,41.30%,72.54MiB / 14.99GiB,0.47%,6.13MB / 24.5MB
2026-06-14T11:33:11,project-two-storage,18.64%,107.6MiB / 14.99GiB,0.70%,32MB / 20.2MB
2026-06-14T11:33:11,project-two-analytics,56.49%,70.8MiB / 14.99GiB,0.46%,23.1MB / 7.47MB
2026-06-14T11:33:11,project-two-kafka,98.56%,1.034GiB / 14.99GiB,6.90%,1.34GB / 2.34GB
2026-06-14T11:33:15,project-two-ingestion,1.57%,72.64MiB / 14.99GiB,0.47%,6.52MB / 26MB
2026-06-14T11:33:15,project-two-storage,3.83%,108.3MiB / 14.99GiB,0.71%,34MB / 24.5MB
2026-06-14T11:33:15,project-two-analytics,1.68%,72.17MiB / 14.99GiB,0.47%,27.5MB / 8.98MB
2026-06-14T11:33:15,project-two-kafka,219.99%,1.112GiB / 14.99GiB,7.42%,1.34GB / 2.35GB
2026-06-14T11:33:19,project-two-ingestion,0.99%,72.34MiB / 14.99GiB,0.47%,6.52MB / 26MB
2026-06-14T11:33:19,project-two-storage,3.20%,110.1MiB / 14.99GiB,0.72%,34MB / 27.9MB
2026-06-14T11:33:19,project-two-analytics,0.97%,69.11MiB / 14.99GiB,0.45%,27.5MB / 8.98MB
2026-06-14T11:33:19,project-two-kafka,1.89%,1.032GiB / 14.99GiB,6.88%,1.34GB / 2.35GB
2026-06-14T11:33:23,project-two-ingestion,1.30%,72.34MiB / 14.99GiB,0.47%,6.52MB / 26MB
2026-06-14T11:33:23,project-two-storage,0.10%,110.1MiB / 14.99GiB,0.72%,34MB / 30.9MB
2026-06-14T11:33:23,project-two-analytics,1.36%,68.8MiB / 14.99GiB,0.45%,27.5MB / 8.98MB
2026-06-14T11:33:23,project-two-kafka,217.95%,1.119GiB / 14.99GiB,7.47%,1.34GB / 2.35GB
2026-06-14T11:33:27,project-two-ingestion,0.88%,72.34MiB / 14.99GiB,0.47%,6.52MB / 26MB
2026-06-14T11:33:27,project-two-storage,0.07%,109.9MiB / 14.99GiB,0.72%,34MB / 30.9MB
2026-06-14T11:33:27,project-two-analytics,0.89%,69.05MiB / 14.99GiB,0.45%,27.5MB / 8.98MB
2026-06-14T11:33:27,project-two-kafka,1.00%,1.032GiB / 14.99GiB,6.88%,1.34GB / 2.35GB
2026-06-14T11:33:31,project-two-ingestion,0.77%,72.34MiB / 14.99GiB,0.47%,6.52MB / 26MB
2026-06-14T11:33:31,project-two-storage,0.05%,109.3MiB / 14.99GiB,0.71%,34MB / 30.9MB
2026-06-14T11:33:31,project-two-analytics,0.90%,68.8MiB / 14.99GiB,0.45%,27.5MB / 8.98MB
2026-06-14T11:33:31,project-two-kafka,1.02%,1.032GiB / 14.99GiB,6.88%,1.34GB / 2.35GB
2026-06-14T11:33:35,project-two-ingestion,1.01%,73.01MiB / 14.99GiB,0.48%,6.52MB / 26MB
2026-06-14T11:33:35,project-two-storage,0.06%,109.1MiB / 14.99GiB,0.71%,34MB / 30.9MB
2026-06-14T11:33:35,project-two-analytics,0.85%,69.52MiB / 14.99GiB,0.45%,27.5MB / 8.98MB
2026-06-14T11:33:35,project-two-kafka,0.89%,1.032GiB / 14.99GiB,6.88%,1.34GB / 2.35GB
2026-06-14T11:33:39,project-two-ingestion,1.39%,72.73MiB / 14.99GiB,0.47%,6.52MB / 26MB
2026-06-14T11:33:39,project-two-storage,0.07%,109.2MiB / 14.99GiB,0.71%,34MB / 30.9MB
2026-06-14T11:33:39,project-two-analytics,1.08%,68.78MiB / 14.99GiB,0.45%,27.5MB / 8.98MB
2026-06-14T11:33:39,project-two-kafka,16.43%,1.033GiB / 14.99GiB,6.89%,1.34GB / 2.35GB
2026-06-14T11:33:43,project-two-ingestion,0.92%,72.72MiB / 14.99GiB,0.47%,6.52MB / 26MB
2026-06-14T11:33:43,project-two-storage,0.25%,110.2MiB / 14.99GiB,0.72%,34MB / 30.9MB
2026-06-14T11:33:43,project-two-analytics,1.21%,69.25MiB / 14.99GiB,0.45%,27.5MB / 8.98MB
2026-06-14T11:33:43,project-two-kafka,1.20%,1.033GiB / 14.99GiB,6.89%,1.34GB / 2.35GB
2026-06-14T11:33:47,project-two-ingestion,0.82%,72.97MiB / 14.99GiB,0.48%,6.52MB / 26MB
2026-06-14T11:33:47,project-two-storage,0.08%,109.7MiB / 14.99GiB,0.71%,34MB / 30.9MB
2026-06-14T11:33:47,project-two-analytics,1.02%,69.97MiB / 14.99GiB,0.46%,27.5MB / 8.98MB
2026-06-14T11:33:47,project-two-kafka,0.93%,1.033GiB / 14.99GiB,6.89%,1.34GB / 2.35GB
2026-06-14T11:33:51,project-two-ingestion,0.78%,72.96MiB / 14.99GiB,0.48%,6.52MB / 26MB
2026-06-14T11:33:51,project-two-storage,0.07%,109.4MiB / 14.99GiB,0.71%,34MB / 30.9MB
