timestamp,container,cpu_perc,mem_usage,mem_perc,net_io
2026-06-14T13:41:11,project-two-mosquitto,0.04%,4.16MiB / 14.99GiB,0.03%,1.14GB / 1.55GB
2026-06-14T13:41:15,project-two-ingestion,0.00%,75.07MiB / 14.99GiB,0.49%,3.06MB / 19.9MB
2026-06-14T13:41:15,project-two-storage,0.37%,80.7MiB / 14.99GiB,0.53%,14.1MB / 15.9MB
2026-06-14T13:41:15,project-two-analytics,0.00%,62.38MiB / 14.99GiB,0.41%,19.1MB / 2.15MB
2026-06-14T13:41:15,project-two-mosquitto,0.06%,4.668MiB / 14.99GiB,0.03%,1.14GB / 1.55GB
2026-06-14T13:41:19,project-two-ingestion,0.00%,75.07MiB / 14.99GiB,0.49%,3.06MB / 19.9MB
2026-06-14T13:41:19,project-two-storage,0.24%,80.91MiB / 14.99GiB,0.53%,14.1MB / 15.9MB
2026-06-14T13:41:19,project-two-analytics,0.00%,62.13MiB / 14.99GiB,0.40%,19.1MB / 2.15MB
2026-06-14T13:41:19,project-two-mosquitto,0.05%,4.305MiB / 14.99GiB,0.03%,1.14GB / 1.55GB
2026-06-14T13:41:23,project-two-ingestion,0.00%,75.07MiB / 14.99GiB,0.49%,3.06MB / 19.9MB
2026-06-14T13:41:23,project-two-storage,0.88%,80.87MiB / 14.99GiB,0.53%,14.1MB / 15.9MB
2026-06-14T13:41:23,project-two-analytics,0.00%,62.13MiB / 14.99GiB,0.40%,19.1MB / 2.15MB
2026-06-14T13:41:23,project-two-mosquitto,0.04%,3.914MiB / 14.99GiB,0.03%,1.14GB / 1.55GB
2026-06-14T13:41:28,project-two-ingestion,0.00%,75.07MiB / 14.99GiB,0.49%,3.06MB / 19.9MB
2026-06-14T13:41:28,project-two-storage,0.29%,80.45MiB / 14.99GiB,0.52%,14.1MB / 15.9MB
2026-06-14T13:41:28,project-two-analytics,0.00%,62.13MiB / 14.99GiB,0.40%,19.1MB / 2.15MB
2026-06-14T13:41:28,project-two-mosquitto,0.04%,3.934MiB / 14.99GiB,0.03%,1.14GB / 1.55GB
2026-06-14T13:41:32,project-two-ingestion,0.00%,75.07MiB / 14.99GiB,0.49%,3.06MB / 19.9MB
2026-06-14T13:41:32,project-two-storage,0.43%,81.13MiB / 14.99GiB,0.53%,14.1MB / 15.9MB
2026-06-14T13:41:32,project-two-analytics,0.20%,62.38MiB / 14.99GiB,0.41%,19.1MB / 2.15MB
2026-06-14T13:41:32,project-two-mosquitto,0.05%,3.934MiB / 14.99GiB,0.03%,1.14GB / 1.55GB
2026-06-14T13:41:36,project-two-ingestion,0.00%,75.07MiB / 14.99GiB,0.49%,3.06MB / 19.9MB
2026-06-14T13:41:36,project-two-storage,0.29%,80.95MiB / 14.99GiB,0.53%,14.1MB / 15.9MB
2026-06-14T13:41:36,project-two-analytics,0.00%,62.14MiB / 14.99GiB,0.40%,19.1MB / 2.15MB
2026-06-14T13:41:36,project-two-mosquitto,0.13%,5.395MiB / 14.99GiB,0.04%,1.14GB / 1.55GB
2026-06-14T13:41:40,project-two-ingestion,0.00%,75.07MiB / 14.99GiB,0.49%,3.06MB / 19.9MB
2026-06-14T13:41:40,project-two-storage,0.26%,80.45MiB / 14.99GiB,0.52%,14.1MB / 15.9MB
2026-06-14T13:41:40,project-two-analytics,0.00%,62.14MiB / 14.99GiB,0.40%,19.1MB / 2.15MB
2026-06-14T13:41:40,project-two-mosquitto,0.10%,4.352MiB / 14.99GiB,0.03%,1.14GB / 1.55GB
2026-06-14T13:41:44,project-two-ingestion,0.00%,75.07MiB / 14.99GiB,0.49%,3.06MB / 19.9MB
2026-06-14T13:41:44,project-two-storage,0.30%,80.42MiB / 14.99GiB,0.52%,14.1MB / 15.9MB
2026-06-14T13:41:44,project-two-analytics,0.00%,62.14MiB / 14.99GiB,0.40%,19.1MB / 2.15MB
2026-06-14T13:41:44,project-two-mosquitto,3.27%,6.473MiB / 14.99GiB,0.04%,1.14GB / 1.55GB
2026-06-14T13:41:48,project-two-ingestion,0.00%,75.07MiB / 14.99GiB,0.49%,3.06MB / 19.9MB
2026-06-14T13:41:48,project-two-storage,0.30%,80.42MiB / 14.99GiB,0.52%,14.1MB / 15.9MB
2026-06-14T13:41:48,project-two-analytics,0.00%,62.14MiB / 14.99GiB,0.40%,19.1MB / 2.15MB
2026-06-14T13:41:48,project-two-mosquitto,0.10%,4.215MiB / 14.99GiB,0.03%,1.14GB / 1.55GB
2026-06-14T13:41:52,project-two-ingestion,0.00%,75.07MiB / 14.99GiB,0.49%,3.06MB / 19.9MB
2026-06-14T13:41:52,project-two-storage,0.25%,80.43MiB / 14.99GiB,0.52%,14.1MB / 15.9MB
2026-06-14T13:41:52,project-two-analytics,0.00%,62.14MiB / 14.99GiB,0.40%,19.1MB / 2.15MB
2026-06-14T13:41:52,project-two-mosquitto,0.08%,4.465MiB / 14.99GiB,0.03%,1.14GB / 1.55GB
2026-06-14T13:41:56,project-two-ingestion,0.00%,75.07MiB / 14.99GiB,0.49%,3.06MB / 19.9MB
2026-06-14T13:41:56,project-two-storage,0.23%,80.42MiB / 14.99GiB,0.52%,14.1MB / 15.9MB
2026-06-14T13:41:56,project-two-analytics,0.00%,62.14MiB / 14.99GiB,0.40%,19.1MB / 2.15MB
2026-06-14T13:41:56,project-two-mosquitto,0.04%,4.309MiB / 14.99GiB,0.03%,1.14GB / 1.55GB
2026-06-14T13:42:00,project-two-ingestion,0.02%,75.07MiB / 14.99GiB,0.49%,3.06MB / 19.9MB
2026-06-14T13:42:00,project-two-storage,0.30%,80.68MiB / 14.99GiB,0.53%,14.1MB / 15.9MB
2026-06-14T13:42:00,project-two-analytics,0.00%,62.14MiB / 14.99GiB,0.40%,19.1MB / 2.15MB
2026-06-14T13:42:00,project-two-mosquitto,0.08%,4.289MiB / 14.99GiB,0.03%,1.14GB / 1.55GB
2026-06-14T13:42:04,project-two-ingestion,0.00%,75.07MiB / 14.99GiB,0.49%,3.06MB / 19.9MB
2026-06-14T13:42:04,project-two-storage,0.29%,80.41MiB / 14.99GiB,0.52%,14.1MB / 15.9MB
2026-06-14T13:42:04,project-two-analytics,0.00%,62.14MiB / 14.99GiB,0.40%,19.1MB / 2.15MB
2026-06-14T13:42:04,project-two-mosquitto,3.53%,5.93MiB / 14.99GiB,0.04%,1.14GB / 1.55GB
2026-06-14T13:42:08,project-two-ingestion,0.00%,75.07MiB / 14.99GiB,0.49%,3.06MB / 19.9MB
2026-06-14T13:42:08,project-two-storage,0.29%,80.38MiB / 14.99GiB,0.52%,14.1MB / 15.9MB
2026-06-14T13:42:08,project-two-analytics,0.00%,62.14MiB / 14.99GiB,0.40%,19.1MB / 2.15MB
2026-06-14T13:42:08,project-two-mosquitto,0.08%,3.875MiB / 14.99GiB,0.03%,1.14GB / 1.55GB
2026-06-14T13:42:12,project-two-ingestion,0.00%,75.07MiB / 14.99GiB,0.49%,3.06MB / 19.9MB
2026-06-14T13:42:12,project-two-storage,0.25%,80.38MiB / 14.99GiB,0.52%,14.1MB / 15.9MB
2026-06-14T13:42:12,project-two-analytics,0.00%,62.14MiB / 14.99GiB,0.40%,19.1MB / 2.15MB
2026-06-14T13:42:12,project-two-mosquitto,0.04%,3.871MiB / 14.99GiB,0.03%,1.14GB / 1.55GB
2026-06-14T13:42:16,project-two-ingestion,0.00%,75.07MiB / 14.99GiB,0.49%,3.06MB / 19.9MB
2026-06-14T13:42:16,project-two-storage,0.27%,80.38MiB / 14.99GiB,0.52%,14.1MB / 15.9MB
2026-06-14T13:42:16,project-two-analytics,0.00%,62.14MiB / 14.99GiB,0.40%,19.1MB / 2.15MB
2026-06-14T13:42:16,project-two-mosquitto,0.07%,4.598MiB / 14.99GiB,0.03%,1.14GB / 1.55GB
2026-06-14T13:42:20,project-two-ingestion,0.00%,75.07MiB / 14.99GiB,0.49%,3.06MB / 19.9MB
2026-06-14T13:42:20,project-two-storage,0.35%,80.38MiB / 14.99GiB,0.52%,14.1MB / 15.9MB
2026-06-14T13:42:20,project-two-analytics,0.00%,62.14MiB / 14.99GiB,0.40%,19.1MB / 2.15MB
2026-06-14T13:42:20,project-two-mosquitto,0.08%,3.684MiB / 14.99GiB,0.02%,1.14GB / 1.55GB
2026-06-14T13:42:24,project-two-ingestion,0.00%,75.07MiB / 14.99GiB,0.49%,3.06MB / 19.9MB
2026-06-14T13:42:24,project-two-storage,0.26%,80.38MiB / 14.99GiB,0.52%,14.1MB / 15.9MB
2026-06-14T13:42:24,project-two-analytics,0.00%,62.14MiB / 14.99GiB,0.40%,19.1MB / 2.15MB
2026-06-14T13:42:24,project-two-mosquitto,0.05%,3.688MiB / 14.99GiB,0.02%,1.14GB / 1.55GB
