timestamp,container,cpu_perc,mem_usage,mem_perc,net_io
2026-06-14T13:37:42,project-two-ingestion,0.50%,47.95MiB / 14.99GiB,0.31%,8.2kB / 39.8kB
2026-06-14T13:37:42,project-two-storage,52.93%,36.76MiB / 14.99GiB,0.24%,405kB / 32.3kB
2026-06-14T13:37:42,project-two-analytics,0.66%,48.67MiB / 14.99GiB,0.32%,41.6kB / 4.94kB
2026-06-14T13:37:42,project-two-mosquitto,0.21%,3.922MiB / 14.99GiB,0.03%,1.1GB / 1.48GB
2026-06-14T13:37:46,project-two-ingestion,3.49%,39.86MiB / 14.99GiB,0.26%,20.8kB / 120kB
2026-06-14T13:37:46,project-two-storage,7.68%,39.57MiB / 14.99GiB,0.26%,483kB / 121kB
2026-06-14T13:37:46,project-two-analytics,6.50%,42.04MiB / 14.99GiB,0.27%,119kB / 14.1kB
2026-06-14T13:37:46,project-two-mosquitto,0.28%,4.215MiB / 14.99GiB,0.03%,1.1GB / 1.48GB
2026-06-14T13:37:50,project-two-ingestion,0.38%,40.48MiB / 14.99GiB,0.26%,32.3kB / 199kB
2026-06-14T13:37:50,project-two-storage,2.02%,39.29MiB / 14.99GiB,0.26%,560kB / 209kB
2026-06-14T13:37:50,project-two-analytics,0.54%,40.66MiB / 14.99GiB,0.26%,196kB / 22.5kB
2026-06-14T13:37:50,project-two-mosquitto,0.29%,4.656MiB / 14.99GiB,0.03%,1.1GB / 1.48GB
2026-06-14T13:37:54,project-two-ingestion,0.46%,40.7MiB / 14.99GiB,0.27%,44.8kB / 279kB
2026-06-14T13:37:54,project-two-storage,3.14%,41.76MiB / 14.99GiB,0.27%,639kB / 299kB
2026-06-14T13:37:54,project-two-analytics,0.48%,40.79MiB / 14.99GiB,0.27%,253kB / 28.5kB
2026-06-14T13:37:54,project-two-mosquitto,0.29%,4.23MiB / 14.99GiB,0.03%,1.1GB / 1.48GB
2026-06-14T13:37:58,project-two-ingestion,35.29%,42.35MiB / 14.99GiB,0.28%,243kB / 1.66MB
2026-06-14T13:37:58,project-two-storage,0.23%,41.04MiB / 14.99GiB,0.27%,639kB / 320kB
2026-06-14T13:37:58,project-two-analytics,29.65%,42.75MiB / 14.99GiB,0.28%,1.55MB / 99.6kB
2026-06-14T13:37:58,project-two-mosquitto,9.28%,5.016MiB / 14.99GiB,0.03%,1.1GB / 1.48GB
2026-06-14T13:38:02,project-two-ingestion,14.14%,41.57MiB / 14.99GiB,0.27%,845kB / 9.11MB
2026-06-14T13:38:02,project-two-storage,29.07%,80.63MiB / 14.99GiB,0.53%,7.49MB / 3.65MB
2026-06-14T13:38:02,project-two-analytics,18.14%,51.05MiB / 14.99GiB,0.33%,8.8MB / 408kB
2026-06-14T13:38:02,project-two-mosquitto,13.86%,5.074MiB / 14.99GiB,0.03%,1.11GB / 1.49GB
2026-06-14T13:38:06,project-two-ingestion,13.53%,42.2MiB / 14.99GiB,0.27%,1.51MB / 16.6MB
2026-06-14T13:38:06,project-two-storage,22.78%,88.69MiB / 14.99GiB,0.58%,14.8MB / 7.49MB
2026-06-14T13:38:06,project-two-analytics,16.54%,59.67MiB / 14.99GiB,0.39%,16.1MB / 781kB
2026-06-14T13:38:06,project-two-mosquitto,10.33%,5.703MiB / 14.99GiB,0.04%,1.12GB / 1.51GB
2026-06-14T13:38:10,project-two-ingestion,0.25%,41.46MiB / 14.99GiB,0.27%,1.69MB / 18.9MB
2026-06-14T13:38:10,project-two-storage,6.72%,95.78MiB / 14.99GiB,0.62%,18.9MB / 12.3MB
2026-06-14T13:38:10,project-two-analytics,0.00%,61.93MiB / 14.99GiB,0.40%,18.3MB / 887kB
2026-06-14T13:38:10,project-two-mosquitto,0.04%,4.609MiB / 14.99GiB,0.03%,1.12GB / 1.51GB
2026-06-14T13:38:14,project-two-ingestion,0.00%,40.91MiB / 14.99GiB,0.27%,1.69MB / 18.9MB
2026-06-14T13:38:14,project-two-storage,3.63%,91.37MiB / 14.99GiB,0.60%,18.9MB / 16.2MB
2026-06-14T13:38:14,project-two-analytics,0.00%,61.5MiB / 14.99GiB,0.40%,18.3MB / 887kB
2026-06-14T13:38:14,project-two-mosquitto,0.03%,4.961MiB / 14.99GiB,0.03%,1.12GB / 1.51GB
2026-06-14T13:38:18,project-two-ingestion,0.00%,40.7MiB / 14.99GiB,0.27%,1.69MB / 18.9MB
2026-06-14T13:38:18,project-two-storage,2.92%,90.94MiB / 14.99GiB,0.59%,18.9MB / 20.4MB
2026-06-14T13:38:18,project-two-analytics,0.07%,61.5MiB / 14.99GiB,0.40%,18.3MB / 887kB
2026-06-14T13:38:18,project-two-mosquitto,0.05%,4.27MiB / 14.99GiB,0.03%,1.12GB / 1.51GB
2026-06-14T13:38:22,project-two-ingestion,0.00%,40.7MiB / 14.99GiB,0.27%,1.69MB / 18.9MB
2026-06-14T13:38:22,project-two-storage,0.23%,89.73MiB / 14.99GiB,0.58%,18.9MB / 20.4MB
2026-06-14T13:38:22,project-two-analytics,0.00%,61.5MiB / 14.99GiB,0.40%,18.3MB / 887kB
2026-06-14T13:38:22,project-two-mosquitto,0.06%,4.062MiB / 14.99GiB,0.03%,1.12GB / 1.51GB
2026-06-14T13:38:26,project-two-ingestion,0.00%,40.7MiB / 14.99GiB,0.27%,1.69MB / 18.9MB
2026-06-14T13:38:26,project-two-storage,0.34%,89.94MiB / 14.99GiB,0.59%,18.9MB / 20.4MB
2026-06-14T13:38:26,project-two-analytics,0.00%,61.5MiB / 14.99GiB,0.40%,18.3MB / 887kB
2026-06-14T13:38:26,project-two-mosquitto,0.08%,4.672MiB / 14.99GiB,0.03%,1.12GB / 1.51GB
2026-06-14T13:38:30,project-two-ingestion,0.00%,40.7MiB / 14.99GiB,0.27%,1.69MB / 18.9MB
2026-06-14T13:38:30,project-two-storage,0.89%,90.12MiB / 14.99GiB,0.59%,18.9MB / 20.4MB
