timestamp,container,cpu_perc,mem_usage,mem_perc,net_io
2026-06-14T11:30:59,project-two-kafka,1.10%,1.021GiB / 14.99GiB,6.81%,1.3GB / 2.28GB
2026-06-14T11:31:03,project-two-ingestion,0.87%,45.91MiB / 14.99GiB,0.30%,2.68MB / 25.7MB
2026-06-14T11:31:03,project-two-storage,0.07%,105.8MiB / 14.99GiB,0.69%,33MB / 29.9MB
2026-06-14T11:31:03,project-two-analytics,0.87%,69.93MiB / 14.99GiB,0.46%,27.9MB / 9.45MB
2026-06-14T11:31:03,project-two-kafka,1.00%,1.021GiB / 14.99GiB,6.81%,1.3GB / 2.28GB
2026-06-14T11:31:07,project-two-ingestion,1.15%,46.38MiB / 14.99GiB,0.30%,2.68MB / 25.7MB
2026-06-14T11:31:07,project-two-storage,0.07%,105.8MiB / 14.99GiB,0.69%,33MB / 29.9MB
2026-06-14T11:31:07,project-two-analytics,1.04%,69.56MiB / 14.99GiB,0.45%,27.9MB / 9.45MB
2026-06-14T11:31:07,project-two-kafka,1.06%,1.021GiB / 14.99GiB,6.81%,1.3GB / 2.28GB
2026-06-14T11:31:11,project-two-ingestion,1.20%,45.91MiB / 14.99GiB,0.30%,2.68MB / 25.7MB
2026-06-14T11:31:11,project-two-storage,1.57%,105.8MiB / 14.99GiB,0.69%,33MB / 29.9MB
2026-06-14T11:31:11,project-two-analytics,1.32%,69.78MiB / 14.99GiB,0.45%,27.9MB / 9.45MB
2026-06-14T11:31:11,project-two-kafka,197.03%,1.107GiB / 14.99GiB,7.38%,1.3GB / 2.28GB
2026-06-14T11:31:16,project-two-ingestion,0.87%,46.16MiB / 14.99GiB,0.30%,2.68MB / 25.7MB
2026-06-14T11:31:16,project-two-storage,0.08%,105.4MiB / 14.99GiB,0.69%,33MB / 30MB
2026-06-14T11:31:16,project-two-analytics,0.97%,70.28MiB / 14.99GiB,0.46%,27.9MB / 9.45MB
2026-06-14T11:31:16,project-two-kafka,1.10%,1.021GiB / 14.99GiB,6.81%,1.3GB / 2.28GB
2026-06-14T11:31:20,project-two-ingestion,0.78%,46.16MiB / 14.99GiB,0.30%,2.68MB / 25.7MB
2026-06-14T11:31:20,project-two-storage,0.06%,105.2MiB / 14.99GiB,0.69%,33MB / 30MB
2026-06-14T11:31:20,project-two-analytics,1.00%,70.05MiB / 14.99GiB,0.46%,27.9MB / 9.45MB
2026-06-14T11:31:20,project-two-kafka,2.05%,1.022GiB / 14.99GiB,6.82%,1.3GB / 2.28GB
2026-06-14T11:31:24,project-two-ingestion,0.70%,46.16MiB / 14.99GiB,0.30%,2.68MB / 25.7MB
2026-06-14T11:31:24,project-two-storage,0.06%,104.9MiB / 14.99GiB,0.68%,33MB / 30MB
2026-06-14T11:31:24,project-two-analytics,0.86%,70.04MiB / 14.99GiB,0.46%,27.9MB / 9.45MB
2026-06-14T11:31:24,project-two-kafka,0.91%,1.023GiB / 14.99GiB,6.82%,1.3GB / 2.28GB
2026-06-14T11:31:28,project-two-ingestion,1.20%,46.35MiB / 14.99GiB,0.30%,2.68MB / 25.7MB
2026-06-14T11:31:28,project-two-storage,0.06%,105.1MiB / 14.99GiB,0.68%,33MB / 30MB
2026-06-14T11:31:28,project-two-analytics,1.32%,70.26MiB / 14.99GiB,0.46%,27.9MB / 9.45MB
2026-06-14T11:31:28,project-two-kafka,0.99%,1.022GiB / 14.99GiB,6.81%,1.3GB / 2.28GB
2026-06-14T11:31:32,project-two-ingestion,0.71%,45.91MiB / 14.99GiB,0.30%,2.68MB / 25.7MB
2026-06-14T11:31:32,project-two-storage,0.11%,105.1MiB / 14.99GiB,0.68%,33MB / 30MB
2026-06-14T11:31:32,project-two-analytics,1.05%,70.21MiB / 14.99GiB,0.46%,27.9MB / 9.45MB
2026-06-14T11:31:32,project-two-kafka,1.02%,1.023GiB / 14.99GiB,6.82%,1.3GB / 2.28GB
2026-06-14T11:31:36,project-two-ingestion,0.79%,46.14MiB / 14.99GiB,0.30%,2.68MB / 25.7MB
2026-06-14T11:31:36,project-two-storage,0.07%,105.3MiB / 14.99GiB,0.69%,33MB / 30MB
2026-06-14T11:31:36,project-two-analytics,1.12%,70.41MiB / 14.99GiB,0.46%,27.9MB / 9.45MB
2026-06-14T11:31:36,project-two-kafka,9.60%,1.025GiB / 14.99GiB,6.84%,1.3GB / 2.28GB
2026-06-14T11:31:40,project-two-ingestion,0.97%,46.37MiB / 14.99GiB,0.30%,2.68MB / 25.7MB
2026-06-14T11:31:40,project-two-storage,0.06%,104.9MiB / 14.99GiB,0.68%,33MB / 30MB
2026-06-14T11:31:40,project-two-analytics,0.80%,70.23MiB / 14.99GiB,0.46%,27.9MB / 9.45MB
2026-06-14T11:31:40,project-two-kafka,1.46%,1.025GiB / 14.99GiB,6.84%,1.3GB / 2.28GB
2026-06-14T11:31:44,project-two-ingestion,1.07%,46.14MiB / 14.99GiB,0.30%,2.68MB / 25.7MB
2026-06-14T11:31:44,project-two-storage,0.06%,104.9MiB / 14.99GiB,0.68%,33MB / 30MB
2026-06-14T11:31:44,project-two-analytics,1.12%,69.68MiB / 14.99GiB,0.45%,27.9MB / 9.46MB
2026-06-14T11:31:44,project-two-kafka,159.96%,1.098GiB / 14.99GiB,7.32%,1.3GB / 2.28GB
2026-06-14T11:31:48,project-two-ingestion,0.84%,46.62MiB / 14.99GiB,0.30%,2.68MB / 25.7MB
2026-06-14T11:31:48,project-two-storage,0.06%,104.8MiB / 14.99GiB,0.68%,33MB / 30MB
2026-06-14T11:31:48,project-two-analytics,0.87%,69.9MiB / 14.99GiB,0.46%,27.9MB / 9.46MB
2026-06-14T11:31:48,project-two-kafka,0.97%,1.025GiB / 14.99GiB,6.84%,1.3GB / 2.28GB
2026-06-14T11:31:52,project-two-ingestion,0.78%,46.37MiB / 14.99GiB,0.30%,2.68MB / 25.7MB
2026-06-14T11:31:52,project-two-storage,0.09%,104.9MiB / 14.99GiB,0.68%,33MB / 30MB
2026-06-14T11:31:52,project-two-analytics,1.12%,70.56MiB / 14.99GiB,0.46%,27.9MB / 9.46MB
2026-06-14T11:31:52,project-two-kafka,0.97%,1.025GiB / 14.99GiB,6.84%,1.3GB / 2.28GB
2026-06-14T11:31:56,project-two-ingestion,1.40%,46.37MiB / 14.99GiB,0.30%,2.68MB / 25.7MB
2026-06-14T11:31:56,project-two-storage,0.10%,104.8MiB / 14.99GiB,0.68%,33MB / 30MB
2026-06-14T11:31:56,project-two-analytics,1.53%,70.32MiB / 14.99GiB,0.46%,27.9MB / 9.46MB
2026-06-14T11:31:56,project-two-kafka,0.94%,1.025GiB / 14.99GiB,6.83%,1.3GB / 2.28GB
2026-06-14T11:31:59,project-two-ingestion,0.85%,46.14MiB / 14.99GiB,0.30%,2.68MB / 25.7MB
2026-06-14T11:31:59,project-two-storage,0.07%,104.6MiB / 14.99GiB,0.68%,33MB / 30MB
2026-06-14T11:31:59,project-two-analytics,0.90%,70.03MiB / 14.99GiB,0.46%,27.9MB / 9.46MB
2026-06-14T11:31:59,project-two-kafka,0.94%,1.025GiB / 14.99GiB,6.83%,1.3GB / 2.28GB
2026-06-14T11:32:03,project-two-ingestion,0.97%,46.12MiB / 14.99GiB,0.30%,2.68MB / 25.7MB
2026-06-14T11:32:03,project-two-storage,0.07%,104.8MiB / 14.99GiB,0.68%,33MB / 30MB
2026-06-14T11:32:03,project-two-analytics,0.84%,70.07MiB / 14.99GiB,0.46%,27.9MB / 9.46MB
2026-06-14T11:32:03,project-two-kafka,0.99%,1.025GiB / 14.99GiB,6.84%,1.3GB / 2.28GB
